date,shipping_wh,country_code,items_per_cross_docking_cd_item
2023-03-01,1,AT,3.17
2023-03-01,2,AT,3.17
2023-03-01,3,AT,3.17
2023-03-01,4,AT,3.17
2023-03-01,1,BE,2.78
2023-03-01,2,BE,2.78
2023-03-01,3,BE,2.78
2023-03-01,4,BE,2.78
2023-03-01,1,BG,2.15
2023-03-01,2,BG,2.15
2023-03-01,3,BG,2.15
2023-03-01,4,BG,2.15
2023-03-01,1,CH,2.59
2023-03-01,2,CH,2.59
2023-03-01,3,CH,2.59
2023-03-01,4,CH,2.59
2023-03-01,1,CY,1.2
2023-03-01,2,CY,1.2
2023-03-01,3,CY,1.2
2023-03-01,4,CY,1.2
2023-03-01,1,CZ,2.48
2023-03-01,2,CZ,2.48
2023-03-01,3,CZ,2.48
2023-03-01,4,CZ,2.48
2023-03-01,1,DE,1.92
2023-03-01,2,DE,1.92
2023-03-01,3,DE,1.92
2023-03-01,4,DE,1.92
2023-03-01,1,DK,2.63
2023-03-01,2,DK,2.63
2023-03-01,3,DK,2.63
2023-03-01,4,DK,2.63
2023-03-01,1,EE,1.9
2023-03-01,2,EE,1.9
2023-03-01,3,EE,1.9
2023-03-01,4,EE,1.9
2023-03-01,1,ES,2.27
2023-03-01,2,ES,2.27
2023-03-01,3,ES,2.27
2023-03-01,4,ES,2.27
2023-03-01,1,FI,3.02
2023-03-01,2,FI,3.02
2023-03-01,3,FI,3.02
2023-03-01,4,FI,3.02
2023-03-01,1,FR,2.35
2023-03-01,2,FR,2.35
2023-03-01,3,FR,2.35
2023-03-01,4,FR,2.35
2023-03-01,1,GR,2.19
2023-03-01,2,GR,2.19
2023-03-01,3,GR,2.19
2023-03-01,4,GR,2.19
2023-03-01,1,HR,2.17
2023-03-01,2,HR,2.17
2023-03-01,3,HR,2.17
2023-03-01,4,HR,2.17
2023-03-01,1,HU,2.35
2023-03-01,2,HU,2.35
2023-03-01,3,HU,2.35
2023-03-01,4,HU,2.35
2023-03-01,1,IE,1.67
2023-03-01,2,IE,1.67
2023-03-01,3,IE,1.67
2023-03-01,4,IE,1.67
2023-03-01,1,IL,1.2
2023-03-01,2,IL,1.2
2023-03-01,3,IL,1.2
2023-03-01,4,IL,1.2
2023-03-01,1,IT,1.2
2023-03-01,2,IT,1.2
2023-03-01,3,IT,1.2
2023-03-01,4,IT,1.2
2023-03-01,1,LT,1.9
2023-03-01,2,LT,1.9
2023-03-01,3,LT,1.9
2023-03-01,4,LT,1.9
2023-03-01,1,LU,1.2
2023-03-01,2,LU,1.2
2023-03-01,3,LU,1.2
2023-03-01,4,LU,1.2
2023-03-01,1,LV,1.9
2023-03-01,2,LV,1.9
2023-03-01,3,LV,1.9
2023-03-01,4,LV,1.9
2023-03-01,1,NL,2.79
2023-03-01,2,NL,2.79
2023-03-01,3,NL,2.79
2023-03-01,4,NL,2.79
2023-03-01,1,NO,1.5
2023-03-01,2,NO,1.5
2023-03-01,3,NO,1.5
2023-03-01,4,NO,1.5
2023-03-01,1,PL,1.99
2023-03-01,2,PL,1.99
2023-03-01,3,PL,1.99
2023-03-01,4,PL,1.99
2023-03-01,1,PT,2.1
2023-03-01,2,PT,2.1
2023-03-01,3,PT,2.1
2023-03-01,4,PT,2.1
2023-03-01,1,RO,2.24
2023-03-01,2,RO,2.24
2023-03-01,3,RO,2.24
2023-03-01,4,RO,2.24
2023-03-01,1,SA,1.2
2023-03-01,2,SA,1.2
2023-03-01,3,SA,1.2
2023-03-01,4,SA,1.2
2023-03-01,1,SE,2.51
2023-03-01,2,SE,2.51
2023-03-01,3,SE,2.51
2023-03-01,4,SE,2.51
2023-03-01,1,SI,2.86
2023-03-01,2,SI,2.86
2023-03-01,3,SI,2.86
2023-03-01,4,SI,2.86
2023-03-01,1,SK,2.34
2023-03-01,2,SK,2.34
2023-03-01,3,SK,2.34
2023-03-01,4,SK,2.34
2023-03-01,1,ZZ,1.2
2023-03-01,2,ZZ,1.2
2023-03-01,3,ZZ,1.2
2023-03-01,4,ZZ,1.2
2023-03-02,1,AT,3.17
2023-03-02,2,AT,3.17
2023-03-02,3,AT,3.17
2023-03-02,4,AT,3.17
2023-03-02,1,BE,2.78
2023-03-02,2,BE,2.78
2023-03-02,3,BE,2.78
2023-03-02,4,BE,2.78
2023-03-02,1,BG,2.15
2023-03-02,2,BG,2.15
2023-03-02,3,BG,2.15
2023-03-02,4,BG,2.15
2023-03-02,1,CH,2.59
2023-03-02,2,CH,2.59
2023-03-02,3,CH,2.59
2023-03-02,4,CH,2.59
2023-03-02,1,CY,1.2
2023-03-02,2,CY,1.2
2023-03-02,3,CY,1.2
2023-03-02,4,CY,1.2
2023-03-02,1,CZ,2.48
2023-03-02,2,CZ,2.48
2023-03-02,3,CZ,2.48
2023-03-02,4,CZ,2.48
2023-03-02,1,DE,1.92
2023-03-02,2,DE,1.92
2023-03-02,3,DE,1.92
2023-03-02,4,DE,1.92
2023-03-02,1,DK,2.63
2023-03-02,2,DK,2.63
2023-03-02,3,DK,2.63
2023-03-02,4,DK,2.63
2023-03-02,1,EE,1.9
2023-03-02,2,EE,1.9
2023-03-02,3,EE,1.9
2023-03-02,4,EE,1.9
2023-03-02,1,ES,2.27
2023-03-02,2,ES,2.27
2023-03-02,3,ES,2.27
2023-03-02,4,ES,2.27
2023-03-02,1,FI,3.02
2023-03-02,2,FI,3.02
2023-03-02,3,FI,3.02
2023-03-02,4,FI,3.02
2023-03-02,1,FR,2.35
2023-03-02,2,FR,2.35
2023-03-02,3,FR,2.35
2023-03-02,4,FR,2.35
2023-03-02,1,GR,2.19
2023-03-02,2,GR,2.19
2023-03-02,3,GR,2.19
2023-03-02,4,GR,2.19
2023-03-02,1,HR,2.17
2023-03-02,2,HR,2.17
2023-03-02,3,HR,2.17
2023-03-02,4,HR,2.17
2023-03-02,1,HU,2.35
2023-03-02,2,HU,2.35
2023-03-02,3,HU,2.35
2023-03-02,4,HU,2.35
2023-03-02,1,IE,1.67
2023-03-02,2,IE,1.67
2023-03-02,3,IE,1.67
2023-03-02,4,IE,1.67
2023-03-02,1,IL,1.2
2023-03-02,2,IL,1.2
2023-03-02,3,IL,1.2
2023-03-02,4,IL,1.2
2023-03-02,1,IT,1.2
2023-03-02,2,IT,1.2
2023-03-02,3,IT,1.2
2023-03-02,4,IT,1.2
2023-03-02,1,LT,1.9
2023-03-02,2,LT,1.9
2023-03-02,3,LT,1.9
2023-03-02,4,LT,1.9
2023-03-02,1,LU,1.2
2023-03-02,2,LU,1.2
2023-03-02,3,LU,1.2
2023-03-02,4,LU,1.2
2023-03-02,1,LV,1.9
2023-03-02,2,LV,1.9
2023-03-02,3,LV,1.9
2023-03-02,4,LV,1.9
2023-03-02,1,NL,2.79
2023-03-02,2,NL,2.79
2023-03-02,3,NL,2.79
2023-03-02,4,NL,2.79
2023-03-02,1,NO,1.5
2023-03-02,2,NO,1.5
2023-03-02,3,NO,1.5
2023-03-02,4,NO,1.5
2023-03-02,1,PL,1.99
2023-03-02,2,PL,1.99
2023-03-02,3,PL,1.99
2023-03-02,4,PL,1.99
2023-03-02,1,PT,2.1
2023-03-02,2,PT,2.1
2023-03-02,3,PT,2.1
2023-03-02,4,PT,2.1
2023-03-02,1,RO,2.24
2023-03-02,2,RO,2.24
2023-03-02,3,RO,2.24
2023-03-02,4,RO,2.24
2023-03-02,1,SA,1.2
2023-03-02,2,SA,1.2
2023-03-02,3,SA,1.2
2023-03-02,4,SA,1.2
2023-03-02,1,SE,2.51
2023-03-02,2,SE,2.51
2023-03-02,3,SE,2.51
2023-03-02,4,SE,2.51
2023-03-02,1,SI,2.86
2023-03-02,2,SI,2.86
2023-03-02,3,SI,2.86
2023-03-02,4,SI,2.86
2023-03-02,1,SK,2.34
2023-03-02,2,SK,2.34
2023-03-02,3,SK,2.34
2023-03-02,4,SK,2.34
2023-03-02,1,ZZ,1.2
2023-03-02,2,ZZ,1.2
2023-03-02,3,ZZ,1.2
2023-03-02,4,ZZ,1.2
2023-03-03,1,AT,3.17
2023-03-03,2,AT,3.17
2023-03-03,3,AT,3.17
2023-03-03,4,AT,3.17
2023-03-03,1,BE,2.78
2023-03-03,2,BE,2.78
2023-03-03,3,BE,2.78
2023-03-03,4,BE,2.78
2023-03-03,1,BG,2.15
2023-03-03,2,BG,2.15
2023-03-03,3,BG,2.15
2023-03-03,4,BG,2.15
2023-03-03,1,CH,2.59
2023-03-03,2,CH,2.59
2023-03-03,3,CH,2.59
2023-03-03,4,CH,2.59
2023-03-03,1,CY,1.2
2023-03-03,2,CY,1.2
2023-03-03,3,CY,1.2
2023-03-03,4,CY,1.2
2023-03-03,1,CZ,2.48
2023-03-03,2,CZ,2.48
2023-03-03,3,CZ,2.48
2023-03-03,4,CZ,2.48
2023-03-03,1,DE,1.92
2023-03-03,2,DE,1.92
2023-03-03,3,DE,1.92
2023-03-03,4,DE,1.92
2023-03-03,1,DK,2.63
2023-03-03,2,DK,2.63
2023-03-03,3,DK,2.63
2023-03-03,4,DK,2.63
2023-03-03,1,EE,1.9
2023-03-03,2,EE,1.9
2023-03-03,3,EE,1.9
2023-03-03,4,EE,1.9
2023-03-03,1,ES,2.27
2023-03-03,2,ES,2.27
2023-03-03,3,ES,2.27
2023-03-03,4,ES,2.27
2023-03-03,1,FI,3.02
2023-03-03,2,FI,3.02
2023-03-03,3,FI,3.02
2023-03-03,4,FI,3.02
2023-03-03,1,FR,2.35
2023-03-03,2,FR,2.35
2023-03-03,3,FR,2.35
2023-03-03,4,FR,2.35
2023-03-03,1,GR,2.19
2023-03-03,2,GR,2.19
2023-03-03,3,GR,2.19
2023-03-03,4,GR,2.19
2023-03-03,1,HR,2.17
2023-03-03,2,HR,2.17
2023-03-03,3,HR,2.17
2023-03-03,4,HR,2.17
2023-03-03,1,HU,2.35
2023-03-03,2,HU,2.35
2023-03-03,3,HU,2.35
2023-03-03,4,HU,2.35
2023-03-03,1,IE,1.67
2023-03-03,2,IE,1.67
2023-03-03,3,IE,1.67
2023-03-03,4,IE,1.67
2023-03-03,1,IL,1.2
2023-03-03,2,IL,1.2
2023-03-03,3,IL,1.2
2023-03-03,4,IL,1.2
2023-03-03,1,IT,1.2
2023-03-03,2,IT,1.2
2023-03-03,3,IT,1.2
2023-03-03,4,IT,1.2
2023-03-03,1,LT,1.9
2023-03-03,2,LT,1.9
2023-03-03,3,LT,1.9
2023-03-03,4,LT,1.9
2023-03-03,1,LU,1.2
2023-03-03,2,LU,1.2
2023-03-03,3,LU,1.2
2023-03-03,4,LU,1.2
2023-03-03,1,LV,1.9
2023-03-03,2,LV,1.9
2023-03-03,3,LV,1.9
2023-03-03,4,LV,1.9
2023-03-03,1,NL,2.79
2023-03-03,2,NL,2.79
2023-03-03,3,NL,2.79
2023-03-03,4,NL,2.79
2023-03-03,1,NO,1.5
2023-03-03,2,NO,1.5
2023-03-03,3,NO,1.5
2023-03-03,4,NO,1.5
2023-03-03,1,PL,1.99
2023-03-03,2,PL,1.99
2023-03-03,3,PL,1.99
2023-03-03,4,PL,1.99
2023-03-03,1,PT,2.1
2023-03-03,2,PT,2.1
2023-03-03,3,PT,2.1
2023-03-03,4,PT,2.1
2023-03-03,1,RO,2.24
2023-03-03,2,RO,2.24
2023-03-03,3,RO,2.24
2023-03-03,4,RO,2.24
2023-03-03,1,SA,1.2
2023-03-03,2,SA,1.2
2023-03-03,3,SA,1.2
2023-03-03,4,SA,1.2
2023-03-03,1,SE,2.51
2023-03-03,2,SE,2.51
2023-03-03,3,SE,2.51
2023-03-03,4,SE,2.51
2023-03-03,1,SI,2.86
2023-03-03,2,SI,2.86
2023-03-03,3,SI,2.86
2023-03-03,4,SI,2.86
2023-03-03,1,SK,2.34
2023-03-03,2,SK,2.34
2023-03-03,3,SK,2.34
2023-03-03,4,SK,2.34
2023-03-03,1,ZZ,1.2
2023-03-03,2,ZZ,1.2
2023-03-03,3,ZZ,1.2
2023-03-03,4,ZZ,1.2
2023-03-04,1,AT,3.17
2023-03-04,2,AT,3.17
2023-03-04,3,AT,3.17
2023-03-04,4,AT,3.17
2023-03-04,1,BE,2.78
2023-03-04,2,BE,2.78
2023-03-04,3,BE,2.78
2023-03-04,4,BE,2.78
2023-03-04,1,BG,2.15
2023-03-04,2,BG,2.15
2023-03-04,3,BG,2.15
2023-03-04,4,BG,2.15
2023-03-04,1,CH,2.59
2023-03-04,2,CH,2.59
2023-03-04,3,CH,2.59
2023-03-04,4,CH,2.59
2023-03-04,1,CY,1.2
2023-03-04,2,CY,1.2
2023-03-04,3,CY,1.2
2023-03-04,4,CY,1.2
2023-03-04,1,CZ,2.48
2023-03-04,2,CZ,2.48
2023-03-04,3,CZ,2.48
2023-03-04,4,CZ,2.48
2023-03-04,1,DE,1.92
2023-03-04,2,DE,1.92
2023-03-04,3,DE,1.92
2023-03-04,4,DE,1.92
2023-03-04,1,DK,2.63
2023-03-04,2,DK,2.63
2023-03-04,3,DK,2.63
2023-03-04,4,DK,2.63
2023-03-04,1,EE,1.9
2023-03-04,2,EE,1.9
2023-03-04,3,EE,1.9
2023-03-04,4,EE,1.9
2023-03-04,1,ES,2.27
2023-03-04,2,ES,2.27
2023-03-04,3,ES,2.27
2023-03-04,4,ES,2.27
2023-03-04,1,FI,3.02
2023-03-04,2,FI,3.02
2023-03-04,3,FI,3.02
2023-03-04,4,FI,3.02
2023-03-04,1,FR,2.35
2023-03-04,2,FR,2.35
2023-03-04,3,FR,2.35
2023-03-04,4,FR,2.35
2023-03-04,1,GR,2.19
2023-03-04,2,GR,2.19
2023-03-04,3,GR,2.19
2023-03-04,4,GR,2.19
2023-03-04,1,HR,2.17
2023-03-04,2,HR,2.17
2023-03-04,3,HR,2.17
2023-03-04,4,HR,2.17
2023-03-04,1,HU,2.35
2023-03-04,2,HU,2.35
2023-03-04,3,HU,2.35
2023-03-04,4,HU,2.35
2023-03-04,1,IE,1.67
2023-03-04,2,IE,1.67
2023-03-04,3,IE,1.67
2023-03-04,4,IE,1.67
2023-03-04,1,IL,1.2
2023-03-04,2,IL,1.2
2023-03-04,3,IL,1.2
2023-03-04,4,IL,1.2
2023-03-04,1,IT,1.2
2023-03-04,2,IT,1.2
2023-03-04,3,IT,1.2
2023-03-04,4,IT,1.2
2023-03-04,1,LT,1.9
2023-03-04,2,LT,1.9
2023-03-04,3,LT,1.9
2023-03-04,4,LT,1.9
2023-03-04,1,LU,1.2
2023-03-04,2,LU,1.2
2023-03-04,3,LU,1.2
2023-03-04,4,LU,1.2
2023-03-04,1,LV,1.9
2023-03-04,2,LV,1.9
2023-03-04,3,LV,1.9
2023-03-04,4,LV,1.9
2023-03-04,1,NL,2.79
2023-03-04,2,NL,2.79
2023-03-04,3,NL,2.79
2023-03-04,4,NL,2.79
2023-03-04,1,NO,1.5
2023-03-04,2,NO,1.5
2023-03-04,3,NO,1.5
2023-03-04,4,NO,1.5
2023-03-04,1,PL,1.99
2023-03-04,2,PL,1.99
2023-03-04,3,PL,1.99
2023-03-04,4,PL,1.99
2023-03-04,1,PT,2.1
2023-03-04,2,PT,2.1
2023-03-04,3,PT,2.1
2023-03-04,4,PT,2.1
2023-03-04,1,RO,2.24
2023-03-04,2,RO,2.24
2023-03-04,3,RO,2.24
2023-03-04,4,RO,2.24
2023-03-04,1,SA,1.2
2023-03-04,2,SA,1.2
2023-03-04,3,SA,1.2
2023-03-04,4,SA,1.2
2023-03-04,1,SE,2.51
2023-03-04,2,SE,2.51
2023-03-04,3,SE,2.51
2023-03-04,4,SE,2.51
2023-03-04,1,SI,2.86
2023-03-04,2,SI,2.86
2023-03-04,3,SI,2.86
2023-03-04,4,SI,2.86
2023-03-04,1,SK,2.34
2023-03-04,2,SK,2.34
2023-03-04,3,SK,2.34
2023-03-04,4,SK,2.34
2023-03-04,1,ZZ,1.2
2023-03-04,2,ZZ,1.2
2023-03-04,3,ZZ,1.2
2023-03-04,4,ZZ,1.2
2023-03-05,1,AT,3.17
2023-03-05,2,AT,3.17
2023-03-05,3,AT,3.17
2023-03-05,4,AT,3.17
2023-03-05,1,BE,2.78
2023-03-05,2,BE,2.78
2023-03-05,3,BE,2.78
2023-03-05,4,BE,2.78
2023-03-05,1,BG,2.15
2023-03-05,2,BG,2.15
2023-03-05,3,BG,2.15
2023-03-05,4,BG,2.15
2023-03-05,1,CH,2.59
2023-03-05,2,CH,2.59
2023-03-05,3,CH,2.59
2023-03-05,4,CH,2.59
2023-03-05,1,CY,1.2
2023-03-05,2,CY,1.2
2023-03-05,3,CY,1.2
2023-03-05,4,CY,1.2
2023-03-05,1,CZ,2.48
2023-03-05,2,CZ,2.48
2023-03-05,3,CZ,2.48
2023-03-05,4,CZ,2.48
2023-03-05,1,DE,1.92
2023-03-05,2,DE,1.92
2023-03-05,3,DE,1.92
2023-03-05,4,DE,1.92
2023-03-05,1,DK,2.63
2023-03-05,2,DK,2.63
2023-03-05,3,DK,2.63
2023-03-05,4,DK,2.63
2023-03-05,1,EE,1.9
2023-03-05,2,EE,1.9
2023-03-05,3,EE,1.9
2023-03-05,4,EE,1.9
2023-03-05,1,ES,2.27
2023-03-05,2,ES,2.27
2023-03-05,3,ES,2.27
2023-03-05,4,ES,2.27
2023-03-05,1,FI,3.02
2023-03-05,2,FI,3.02
2023-03-05,3,FI,3.02
2023-03-05,4,FI,3.02
2023-03-05,1,FR,2.35
2023-03-05,2,FR,2.35
2023-03-05,3,FR,2.35
2023-03-05,4,FR,2.35
2023-03-05,1,GR,2.19
2023-03-05,2,GR,2.19
2023-03-05,3,GR,2.19
2023-03-05,4,GR,2.19
2023-03-05,1,HR,2.17
2023-03-05,2,HR,2.17
2023-03-05,3,HR,2.17
2023-03-05,4,HR,2.17
2023-03-05,1,HU,2.35
2023-03-05,2,HU,2.35
2023-03-05,3,HU,2.35
2023-03-05,4,HU,2.35
2023-03-05,1,IE,1.67
2023-03-05,2,IE,1.67
2023-03-05,3,IE,1.67
2023-03-05,4,IE,1.67
2023-03-05,1,IL,1.2
2023-03-05,2,IL,1.2
2023-03-05,3,IL,1.2
2023-03-05,4,IL,1.2
2023-03-05,1,IT,1.2
2023-03-05,2,IT,1.2
2023-03-05,3,IT,1.2
2023-03-05,4,IT,1.2
2023-03-05,1,LT,1.9
2023-03-05,2,LT,1.9
2023-03-05,3,LT,1.9
2023-03-05,4,LT,1.9
2023-03-05,1,LU,1.2
2023-03-05,2,LU,1.2
2023-03-05,3,LU,1.2
2023-03-05,4,LU,1.2
2023-03-05,1,LV,1.9
2023-03-05,2,LV,1.9
2023-03-05,3,LV,1.9
2023-03-05,4,LV,1.9
2023-03-05,1,NL,2.79
2023-03-05,2,NL,2.79
2023-03-05,3,NL,2.79
2023-03-05,4,NL,2.79
2023-03-05,1,NO,1.5
2023-03-05,2,NO,1.5
2023-03-05,3,NO,1.5
2023-03-05,4,NO,1.5
2023-03-05,1,PL,1.99
2023-03-05,2,PL,1.99
2023-03-05,3,PL,1.99
2023-03-05,4,PL,1.99
2023-03-05,1,PT,2.1
2023-03-05,2,PT,2.1
2023-03-05,3,PT,2.1
2023-03-05,4,PT,2.1
2023-03-05,1,RO,2.24
2023-03-05,2,RO,2.24
2023-03-05,3,RO,2.24
2023-03-05,4,RO,2.24
2023-03-05,1,SA,1.2
2023-03-05,2,SA,1.2
2023-03-05,3,SA,1.2
2023-03-05,4,SA,1.2
2023-03-05,1,SE,2.51
2023-03-05,2,SE,2.51
2023-03-05,3,SE,2.51
2023-03-05,4,SE,2.51
2023-03-05,1,SI,2.86
2023-03-05,2,SI,2.86
2023-03-05,3,SI,2.86
2023-03-05,4,SI,2.86
2023-03-05,1,SK,2.34
2023-03-05,2,SK,2.34
2023-03-05,3,SK,2.34
2023-03-05,4,SK,2.34
2023-03-05,1,ZZ,1.2
2023-03-05,2,ZZ,1.2
2023-03-05,3,ZZ,1.2
2023-03-05,4,ZZ,1.2
2023-03-06,1,AT,3.17
2023-03-06,2,AT,3.17
2023-03-06,3,AT,3.17
2023-03-06,4,AT,3.17
2023-03-06,1,BE,2.78
2023-03-06,2,BE,2.78
2023-03-06,3,BE,2.78
2023-03-06,4,BE,2.78
2023-03-06,1,BG,2.15
2023-03-06,2,BG,2.15
2023-03-06,3,BG,2.15
2023-03-06,4,BG,2.15
2023-03-06,1,CH,2.59
2023-03-06,2,CH,2.59
2023-03-06,3,CH,2.59
2023-03-06,4,CH,2.59
2023-03-06,1,CY,1.2
2023-03-06,2,CY,1.2
2023-03-06,3,CY,1.2
2023-03-06,4,CY,1.2
2023-03-06,1,CZ,2.48
2023-03-06,2,CZ,2.48
2023-03-06,3,CZ,2.48
2023-03-06,4,CZ,2.48
2023-03-06,1,DE,1.92
2023-03-06,2,DE,1.92
2023-03-06,3,DE,1.92
2023-03-06,4,DE,1.92
2023-03-06,1,DK,2.63
2023-03-06,2,DK,2.63
2023-03-06,3,DK,2.63
2023-03-06,4,DK,2.63
2023-03-06,1,EE,1.9
2023-03-06,2,EE,1.9
2023-03-06,3,EE,1.9
2023-03-06,4,EE,1.9
2023-03-06,1,ES,2.27
2023-03-06,2,ES,2.27
2023-03-06,3,ES,2.27
2023-03-06,4,ES,2.27
2023-03-06,1,FI,3.02
2023-03-06,2,FI,3.02
2023-03-06,3,FI,3.02
2023-03-06,4,FI,3.02
2023-03-06,1,FR,2.35
2023-03-06,2,FR,2.35
2023-03-06,3,FR,2.35
2023-03-06,4,FR,2.35
2023-03-06,1,GR,2.19
2023-03-06,2,GR,2.19
2023-03-06,3,GR,2.19
2023-03-06,4,GR,2.19
2023-03-06,1,HR,2.17
2023-03-06,2,HR,2.17
2023-03-06,3,HR,2.17
2023-03-06,4,HR,2.17
2023-03-06,1,HU,2.35
2023-03-06,2,HU,2.35
2023-03-06,3,HU,2.35
2023-03-06,4,HU,2.35
2023-03-06,1,IE,1.67
2023-03-06,2,IE,1.67
2023-03-06,3,IE,1.67
2023-03-06,4,IE,1.67
2023-03-06,1,IL,1.2
2023-03-06,2,IL,1.2
2023-03-06,3,IL,1.2
2023-03-06,4,IL,1.2
2023-03-06,1,IT,1.2
2023-03-06,2,IT,1.2
2023-03-06,3,IT,1.2
2023-03-06,4,IT,1.2
2023-03-06,1,LT,1.9
2023-03-06,2,LT,1.9
2023-03-06,3,LT,1.9
2023-03-06,4,LT,1.9
2023-03-06,1,LU,1.2
2023-03-06,2,LU,1.2
2023-03-06,3,LU,1.2
2023-03-06,4,LU,1.2
2023-03-06,1,LV,1.9
2023-03-06,2,LV,1.9
2023-03-06,3,LV,1.9
2023-03-06,4,LV,1.9
2023-03-06,1,NL,2.79
2023-03-06,2,NL,2.79
2023-03-06,3,NL,2.79
2023-03-06,4,NL,2.79
2023-03-06,1,NO,1.5
2023-03-06,2,NO,1.5
2023-03-06,3,NO,1.5
2023-03-06,4,NO,1.5
2023-03-06,1,PL,1.99
2023-03-06,2,PL,1.99
2023-03-06,3,PL,1.99
2023-03-06,4,PL,1.99
2023-03-06,1,PT,2.1
2023-03-06,2,PT,2.1
2023-03-06,3,PT,2.1
2023-03-06,4,PT,2.1
2023-03-06,1,RO,2.24
2023-03-06,2,RO,2.24
2023-03-06,3,RO,2.24
2023-03-06,4,RO,2.24
2023-03-06,1,SA,1.2
2023-03-06,2,SA,1.2
2023-03-06,3,SA,1.2
2023-03-06,4,SA,1.2
2023-03-06,1,SE,2.51
2023-03-06,2,SE,2.51
2023-03-06,3,SE,2.51
2023-03-06,4,SE,2.51
2023-03-06,1,SI,2.86
2023-03-06,2,SI,2.86
2023-03-06,3,SI,2.86
2023-03-06,4,SI,2.86
2023-03-06,1,SK,2.34
2023-03-06,2,SK,2.34
2023-03-06,3,SK,2.34
2023-03-06,4,SK,2.34
2023-03-06,1,ZZ,1.2
2023-03-06,2,ZZ,1.2
2023-03-06,3,ZZ,1.2
2023-03-06,4,ZZ,1.2
2023-03-07,1,AT,3.17
2023-03-07,2,AT,3.17
2023-03-07,3,AT,3.17
2023-03-07,4,AT,3.17
2023-03-07,1,BE,2.78
2023-03-07,2,BE,2.78
2023-03-07,3,BE,2.78
2023-03-07,4,BE,2.78
2023-03-07,1,BG,2.15
2023-03-07,2,BG,2.15
2023-03-07,3,BG,2.15
2023-03-07,4,BG,2.15
2023-03-07,1,CH,2.59
2023-03-07,2,CH,2.59
2023-03-07,3,CH,2.59
2023-03-07,4,CH,2.59
2023-03-07,1,CY,1.2
2023-03-07,2,CY,1.2
2023-03-07,3,CY,1.2
2023-03-07,4,CY,1.2
2023-03-07,1,CZ,2.48
2023-03-07,2,CZ,2.48
2023-03-07,3,CZ,2.48
2023-03-07,4,CZ,2.48
2023-03-07,1,DE,1.92
2023-03-07,2,DE,1.92
2023-03-07,3,DE,1.92
2023-03-07,4,DE,1.92
2023-03-07,1,DK,2.63
2023-03-07,2,DK,2.63
2023-03-07,3,DK,2.63
2023-03-07,4,DK,2.63
2023-03-07,1,EE,1.9
2023-03-07,2,EE,1.9
2023-03-07,3,EE,1.9
2023-03-07,4,EE,1.9
2023-03-07,1,ES,2.27
2023-03-07,2,ES,2.27
2023-03-07,3,ES,2.27
2023-03-07,4,ES,2.27
2023-03-07,1,FI,3.02
2023-03-07,2,FI,3.02
2023-03-07,3,FI,3.02
2023-03-07,4,FI,3.02
2023-03-07,1,FR,2.35
2023-03-07,2,FR,2.35
2023-03-07,3,FR,2.35
2023-03-07,4,FR,2.35
2023-03-07,1,GR,2.19
2023-03-07,2,GR,2.19
2023-03-07,3,GR,2.19
2023-03-07,4,GR,2.19
2023-03-07,1,HR,2.17
2023-03-07,2,HR,2.17
2023-03-07,3,HR,2.17
2023-03-07,4,HR,2.17
2023-03-07,1,HU,2.35
2023-03-07,2,HU,2.35
2023-03-07,3,HU,2.35
2023-03-07,4,HU,2.35
2023-03-07,1,IE,1.67
2023-03-07,2,IE,1.67
2023-03-07,3,IE,1.67
2023-03-07,4,IE,1.67
2023-03-07,1,IL,1.2
2023-03-07,2,IL,1.2
2023-03-07,3,IL,1.2
2023-03-07,4,IL,1.2
2023-03-07,1,IT,1.2
2023-03-07,2,IT,1.2
2023-03-07,3,IT,1.2
2023-03-07,4,IT,1.2
2023-03-07,1,LT,1.9
2023-03-07,2,LT,1.9
2023-03-07,3,LT,1.9
2023-03-07,4,LT,1.9
2023-03-07,1,LU,1.2
2023-03-07,2,LU,1.2
2023-03-07,3,LU,1.2
2023-03-07,4,LU,1.2
2023-03-07,1,LV,1.9
2023-03-07,2,LV,1.9
2023-03-07,3,LV,1.9
2023-03-07,4,LV,1.9
2023-03-07,1,NL,2.79
2023-03-07,2,NL,2.79
2023-03-07,3,NL,2.79
2023-03-07,4,NL,2.79
2023-03-07,1,NO,1.5
2023-03-07,2,NO,1.5
2023-03-07,3,NO,1.5
2023-03-07,4,NO,1.5
2023-03-07,1,PL,1.99
2023-03-07,2,PL,1.99
2023-03-07,3,PL,1.99
2023-03-07,4,PL,1.99
2023-03-07,1,PT,2.1
2023-03-07,2,PT,2.1
2023-03-07,3,PT,2.1
2023-03-07,4,PT,2.1
2023-03-07,1,RO,2.24
2023-03-07,2,RO,2.24
2023-03-07,3,RO,2.24
2023-03-07,4,RO,2.24
2023-03-07,1,SA,1.2
2023-03-07,2,SA,1.2
2023-03-07,3,SA,1.2
2023-03-07,4,SA,1.2
2023-03-07,1,SE,2.51
2023-03-07,2,SE,2.51
2023-03-07,3,SE,2.51
2023-03-07,4,SE,2.51
2023-03-07,1,SI,2.86
2023-03-07,2,SI,2.86
2023-03-07,3,SI,2.86
2023-03-07,4,SI,2.86
2023-03-07,1,SK,2.34
2023-03-07,2,SK,2.34
2023-03-07,3,SK,2.34
2023-03-07,4,SK,2.34
2023-03-07,1,ZZ,1.2
2023-03-07,2,ZZ,1.2
2023-03-07,3,ZZ,1.2
2023-03-07,4,ZZ,1.2
